title,rg_refs,chunk_type,text,batch_id,agentic_chunk_id,source,method,text_length,has_title,has_text,has_rg_refs,too_short,too_long,passes_basic_qa
Considering Customer Advocate Recommendations,['RG 271.191'],requirement,Firms with customer advocates should genuinely consider any recommendations made by customer advocates to improve the IDR process.,16,batch_16_chunk_5,ASIC RG 271,agentic_rg_aware,130,True,True,True,True,False,False
Internal Process for Responding to Customer Advocate Recommendations,['RG 271.192'],requirement,There should be a transparent internal process for responding to recommendations made by customer advocates.,16,batch_16_chunk_6,ASIC RG 271,agentic_rg_aware,108,True,True,True,True,False,False
Senior Management Review of the IDR Process,['RG 271.193'],requirement,"Senior management should conduct or arrange regular reviews of the IDR process to: (a) consider the suitability, effectiveness and efficiency of the IDR system; (b) assess whether systemic issues are being promptly identified and remedial action taken to address the issues; (c) assess whether the remedial action is prioritised and effective; (d) identify improvements that need to be made; and (e) assess customer satisfaction (e.g. through surveys).",16,batch_16_chunk_7,ASIC RG 271,agentic_rg_aware,452,True,True,True,False,False,True
IDR Process Review for Smaller Firms,['RG 271.194'],requirement,"For a smaller firm with few complaints, senior management could undertake the IDR process review in conjunction with the compliance audit.",16,batch_16_chunk_8,ASIC RG 271,agentic_rg_aware,138,True,True,True,True,False,False
IDR Process Review for Larger Firms,['RG 271.195'],requirement,"For a larger firm, the internal audit function or an appropriately qualified independent consultant could undertake the IDR process review.",16,batch_16_chunk_9,ASIC RG 271,agentic_rg_aware,139,True,True,True,True,False,False
Action Plan and Tracking for Review Recommendations,['RG 271.196'],requirement,The financial firm should develop a plan to action review recommendations. These actions should be tracked by senior management to ensure that sustainable improvements are made.,16,batch_16_chunk_10,ASIC RG 271,agentic_rg_aware,177,True,True,True,False,False,True
Improvement activities for complaint management,['RG 271.197'],requirement,"RG 271.197 Firms should also consider other improvement activities, including: (a) conducting benchmarking exercises; (b) establishing a feedback mechanism for staff to record improvement opportunities; (c) encouraging innovation in complaint management practices; and (d) recognising and rewarding exemplary management of complaints.",17,batch_17_chunk_0,ASIC RG 271,agentic_rg_aware,334,True,True,True,False,False,True
Key terms and definitions (Part 1),['RG 271.197'],definition,"Key terms Term Meaning in this document AFCA Australian Financial Complaints Authority—The EDR scheme for which an authorisation under Pt 7.10A of the Corporations Act is in force AFCA Rules Complaint Resolution Scheme Rules—A document setting out AFCA’s jurisdiction and procedures, to which financial firms are contractually bound AFS licence An Australian financial services licence under s913B of the Corporations Act that authorises a person who carries on a financial services business to provide financial services Note: This is a definition contained in s761A of the Corporations Act. AFS licensee A person who holds an Australian financial services licence under s913B of the Corporations Act ASIC Australian Securities and Investments Commission AS/NZS 10002:2014 Australian Standard AS/NZS 10002:2014 Guidelines for complaint management in organizations carried over instrument Has the meaning given in s4 of the National Consumer Credit Protection (Transitional and Consequential Provisions) Act 2009 complaint An expression of dissatisfaction made to or about an organisation—related to its products, services, staff or the handling of a complaint—where a response or resolution is explicitly or implicitly expected or legally required Note: This is the definition given in AS/NZS 10002:2014.",17,batch_17_chunk_1,ASIC RG 271,agentic_rg_aware,1305,True,True,True,False,False,True
Key terms and definitions (Part 2),['RG 271.197'],definition,"consumer or complainant A person or small business. It includes, at a minimum: • an individual consumer or guarantor; • a superannuation fund member or third-party beneficiary eligible to make a complaint to AFCA under s1053, or taken to be a member of a regulated superannuation fund or approved deposit fund, or a holder of an RSA, as provided for by s1053A; and • a ‘small business’ as defined in modified s761G of the Corporations Act. Corporations Act Corporations Act 2001, including regulations made for the purposes of that Act Corporations Regulations Corporations Regulations 2001",17,batch_17_chunk_2,ASIC RG 271,agentic_rg_aware,590,True,True,True,False,False,True
Key terms and definitions (Part 3) - Credit related terms,['RG 271.197'],definition,"credit Credit to which the National Credit Code applies Note: See s3 and 5-6 of the National Credit Code. credit activity (or credit activities) Has the meaning given in s6 of the National Credit Act credit contract Has the meaning given in s4 of the National Credit Code Credit Guide A document that must be provided to a consumer by a credit provider, credit service provider, credit representative or debt collector under the National Credit Act credit licence An Australian credit licence under s35 of the National Credit Act that authorises a licensee to engage in particular credit activities credit licensee A person who holds an Australian credit licence under s35 of the National Credit Act credit provider Has the meaning given in s5 of the National Credit Act credit representative A person authorised to engage in specified credit activities on behalf of a credit licensee under s64(2) or 65(2) of the National Credit Act credit service Has the meaning given in s7 of the National Credit Act credit service provider A person who provides credit services",17,batch_17_chunk_3,ASIC RG 271,agentic_rg_aware,1065,True,True,True,False,False,True
Key terms and definitions (Part 4) - Insurance and dispute terms,['RG 271.197'],definition,death benefit decision-maker Has the meaning given in s761A of the Corporations Act declined insurance claim This includes where an insured person (the retail client) makes a claim on an insurance policy and the insurer: • declines or does not accept the claim; or • does not determine the claim within 10 business days of receiving all the information necessary to do so disputant Has the same meaning as complainant dispute Has the same meaning as complaint EDR External dispute resolution ERS exemption Enhanced regulatory sandbox exemption—A conditional licensing exemption provided under Corporations (FinTech Sandbox Australian Financial Services Licence Exemption) Regulations 2020 and National Consumer Credit Protection (FinTech Sandbox Australian Credit Licence Exemption) Regulations 2020. The exemption allows natural persons and businesses to test certain innovative financial services or credit activities without first obtaining an AFS licence or credit licence exempt SPFEs Exempt special purpose funding entities,17,batch_17_chunk_4,ASIC RG 271,agentic_rg_aware,1029,True,True,True,False,False,True
Key terms and definitions (Part 5) - Financial firm and product definitions,['RG 271.197'],definition,"financial firm Firms covered by s912A(1)(g) and 1017G(1) of the Corporations Act, s47(1)(h) of the National Credit Act, s47(1) of the RSA Act and s101(1) of the SIS Act: • AFS licensees; • unlicensed product issuers; • unlicensed secondary sellers; • credit licensees; • trustees of regulated superannuation funds (other than SMSFs); • trustees of approved deposit funds; and • RSA providers Note 1: We may require other financial entities that are exempt from the requirement to hold a licence to have an IDR process that complies with the standards and requirements that apply to licensees. For example, fintech businesses relying on the ERS exemption. Note 2: Unlicensed COI lenders are a type of financial firm. The IDR obligations set out in this guide apply to unlicensed COI lenders, but they are not required to be a member of AFCA. financial product Generally a facility through which, or through the acquisition of which, a person does one or more of the following: • makes a financial investment (see s763B); • manages financial risk (see s763C); • makes non-cash payments (see 763D) Note: Div 3 of Pt 7.1 of the Corporations Act for the exact definition. financial service Has the meaning given in Div 4 of Pt 7.1 of the Corporations Act Financial Services Guide A document required by s941A or 941B to be given in accordance with Div 2 of Pt 7.7 of Corporations Act Note: This is a definition contained in s761A.",17,batch_17_chunk_5,ASIC RG 271,agentic_rg_aware,1425,True,True,True,False,False,True
"Key terms and definitions (Part 6) - Fintech, hardship, and IDR terms",['RG 271.197'],definition,"fintech Financial technology hardship notice Means: • for credit contracts entered into before 1 March 2013, to which the National Credit Code applies, an application for a change to the terms of the contract for hardship; and • for credit contracts or leases entered into on or after 1 March 2013, to which the National Credit Code applies, a hardship notice under s72 or 177B (as modified by the National Consumer Credit Protection Amendment (Enhancements) Act 2012) IDR Internal dispute resolution Term Meaning in this document IDR procedures (or IDR processes) The internal dispute resolution procedures that meet the requirements and standards made and approved by ASIC under RG 271 and ASIC Corporations, Credit and Superannuation (Internal Dispute Resolution) Instrument 2020/98 IDR response A written response to a complaint, which must be given to the complainant in accordance with",17,batch_17_chunk_6,ASIC RG 271,agentic_rg_aware,891,True,True,True,False,False,True
Information return requirements for trustee companies,['RG 271.55'],requirement,"An ASIC information sheet (in this example numbered 110) information return: A trustee company providing traditional services must give certain information to beneficiaries, settlors of trusts, and certain other parties within 30 calendar days of a request. Such information must include:
 the income earned on the trust9s assets;
 the expenses of the trust, including remuneration, commission or other benefits received by the trustee company; and
 the net value of the trust9s assets
Note: See s601RAC1(e) of the Corporations Act and regs 5D.2.01, 5D.2.02 and 7.1.28A of the Corporations Regulations.",18,batch_18_chunk_0,ASIC RG 271,agentic_rg_aware,640,True,True,True,False,False,True
Definition of multi-tiered IDR processes,['RG 271.55'],definition,Multi-tiered IDR processes: IDR processes that include internal appeals or escalation mechanisms.,18,batch_18_chunk_1,ASIC RG 271,agentic_rg_aware,97,True,False,True,True,False,False
National Credit Act and related terms,['RG 271.55'],definition,"National Credit Act: National Consumer Credit Protection Act 2009.
National Credit Code: National Credit Code at Sch 1 to the National Credit Act.
National Credit Regulations: National Consumer Credit Protection Regulations 2010.",18,batch_18_chunk_2,ASIC RG 271,agentic_rg_aware,229,True,True,True,False,False,True
Definition of Product Disclosure Statement (PDS),['RG 271.55'],definition,"PDS: A Product Disclosure Statement1 document that must be given to a retail client for the offer or issue of a financial product in accordance with Div 2 of Pt 7.9 of the Corporations Act.
Note: See s761A for the exact definition.",18,batch_18_chunk_3,ASIC RG 271,agentic_rg_aware,232,True,True,True,False,False,True
Definition of primary producer,['RG 271.55'],definition,"Primary producer: A primary production business within the meaning of s995.1(1) of the Income Tax Assessment Act 1997.
Note: This is the meaning given in the AFCA Rules.",18,batch_18_chunk_4,ASIC RG 271,agentic_rg_aware,169,True,True,True,False,False,True
Ramsay Review and related reports,['RG 271.55'],other,"Ramsay Review: Review of the financial system external dispute resolution and complaints framework.
Ramsay Review final report: Final report: Review of the financial system external dispute resolution and complaints framework (May 2017).",18,batch_18_chunk_5,ASIC RG 271,agentic_rg_aware,237,True,True,True,False,False,True
Examples of regulatory references,['RG 271.55'],definition,"Term Meaning in this document:
reg 16 (for example): A regulation of a set of regulations as specified (in this example numbered 16).
retail client: A client as defined in s761G of the Corporations Act and Div 2 of Pt 7.1 of the Corporations Regulations.
RG 267 (for example): An ASIC regulatory guide (in this example numbered 267).
s64 (for example): A section of the Corporations Act, unless otherwise specified (in this example numbered 64).",18,batch_18_chunk_6,ASIC RG 271,agentic_rg_aware,445,True,True,True,False,False,True
Definitions related to superannuation and securitisation,['RG 271.55'],definition,"RSA: A retirement savings account as defined in the RSA Act.
RSA Act: Retirement Savings Accounts Act 1997.
SIS Act: Superannuation Industry (Supervision) Act 1993.
SMSF: A self-managed superannuation fund.
Securitisation body: Means a 9special purpose funding entity9 (as defined in s5 of the National Credit Act), which includes both:
 a securitisation entity; and
 a fund raising special purpose entity.
Note: See the definition of each of the above terms in s5 of the National Credit Act (as modified by item 3.4 of Sch 3 to the National Credit Regulations).
Servicing agreement: An agreement between a securitisation body and a credit licensee, as defined in s5 of the National Credit Act (as modified by item 3.4 of Sch 3 to the National Credit Regulations).",18,batch_18_chunk_7,ASIC RG 271,agentic_rg_aware,768,True,True,True,False,False,True
Definitions of small business and traditional services,['RG 271.55'],definition,"Small business: Has the meaning given in the modified s761G of the Corporations Act.
Traditional services: Means traditional trustee company services, as defined by s601RAC of the Corporations Act.",18,batch_18_chunk_8,ASIC RG 271,agentic_rg_aware,197,True,True,True,False,False,True
Definitions of unlicensed entities and value of insurance claim,['RG 271.55'],definition,"Unlicensed COI lender: Has the meaning given in s5 of the National Credit Act, as modified by item 2.4 of Sch 2 to the National Credit Regulations.
Unlicensed product issuer: An issuer of a financial product who is not an AFS licensee.
Unlicensed secondary seller: A person who offers the secondary sale of a financial product under s1012C(5), (6) or (8) of the Corporations Act and who is not an AFS licensee.
Value of an insurance claim: Means the monetary amount or value to be paid out to an insured person (the retail client) under an insurance policy, once the insured person has made a claim on the policy.",18,batch_18_chunk_9,ASIC RG 271,agentic_rg_aware,613,True,True,True,False,False,True
Related information and regulatory guides,['RG 271.55'],other,"Related information Headnotes: AFCA, AFS licence, AFS licensees, Australian Financial Complaints Authority, complaint, complainant, consumer, credit licensees, credit representatives, dispute resolution requirements, EDR, external dispute resolution, financial firms, financial services, IDR processes, IDR standards, IDR requirements, internal dispute resolution, maximum timeframes, multi-tier IDR processes, remediation processes, reporting requirements, small business, superannuation trustees, systemic issues, traditional trustee.
Regulatory guides:
RG 139 Approval and oversight of external dispute resolution schemes
Note: RG 139 has been replaced by RG 267. We will withdraw RG 139 when the last complaints made to the Financial Ombudsman Service (FOS) and Credit and Investments Ombudsman (CIO) are closed.
RG 165 Licensing: Internal and external dispute resolution
Note: RG 165 applies to complaints received by financial firms before 5 October 2021, when RG 271 comes into effect. We will withdraw RG 165 on 5 October 2022.
RG 205 Credit licensing: General conduct obligations
RG 206 Credit licensing: Competence and training
RG 207 Credit licensing: Financial requirements
RG 267 Oversight of the Australian Financial Complaints Authority.",18,batch_18_chunk_10,ASIC RG 271,agentic_rg_aware,1252,True,True,True,False,False,True
"Information sheets, consultation papers, and reports",['RG 271.55'],other,"Information sheets:
INFO 105 FAQs1 Dealing with consumers and credit
INFO 110 Lenders with carried over instruments
INFO 248 Enhanced regulatory sandbox
Consultation papers:
CP 311 Internal dispute resolution: Update to RG 165
Reports:
REP 603 The consumer journey through the Internal Dispute Resolution process of financial service providers
REP 665 Response to submissions on CP 311 Internal dispute resolution: Update to RG 165.",18,batch_18_chunk_11,ASIC RG 271,agentic_rg_aware,433,True,True,True,False,False,True
Legislative instruments and legislation,['RG 271.55'],other,"Legislative instruments:
ASIC Corporations, Credit and Superannuation (Internal Dispute Resolution) Instrument 2020/98
ASIC Corporations, Credit and Superannuation (Internal Dispute Resolution1Transitional) Instrument 2019/965
[CO 14/41] Extension of transitional credit hardship provisions.
Legislation:
Acts
Interpretation Act 1901, s36
Australian Securities and Investments Commission Act 2001, s1 and 12A
Corporations Act, Ch 7; s601RAB, 601RAC, 760A, 761G, 912A, 912D, 1012C, 1017G, 1053, 1053A, 1056
Corporations Regulations, regs 5D.2.01, 5D.2.02, 7.1.28A, 7.6.02, 7.9.77
Corporations (FinTech Sandbox Australian Financial Services Licence Exemption) Regulations 2020
Family Law Act 1975
Income Tax Assessment Act 1997, s995.1
National Credit Act, s5, 47, 64, 65; National Credit Code, s72, 73, 88, 94, 95, 177B, 177C, 179H, 179J, 208; National Consumer Credit Protection (Transitional and Consequential Provisions) Act 2009, s4.
National Credit Regulations, regs 3, 6, 10, 16, 23B, 23C, 25E, 86, 105K; Schs 2 and 3; Forms 12, 12A, 18A; National Consumer Credit Protection Amendment Regulation 2013 (No. 1)
National Consumer Credit Protection (FinTech Sandbox Australian Credit Licence Exemption) Regulations 2020
RSA Act, s47
SIS Act, s101
Treasury Laws Amendment (Putting Consumers First1Establishment of the Australian Financial Complaints Authority) Act 2018.",18,batch_18_chunk_12,ASIC RG 271,agentic_rg_aware,1372,True,True,True,False,False,True
Media releases and other documents,['RG 271.55'],other,"Media and other releases:
18-371MR ASIC research highlights need for improved consumer complaints experience
19-115MR Doing the right thing by your customers: ASIC consults on lifting standards and transparency of complaints handling.
Other documents:
AFCA, Complaint Resolution Scheme Rules
Australian Standard AS/NZS 10002:2014 Guidelines for complaint management in organizations
Ramsay Review, Final report: Review of the financial system external dispute resolution and complaints framework, May 2017.",18,batch_18_chunk_13,ASIC RG 271,agentic_rg_aware,506,True,True,True,False,False,True
