text,label
I was scammed for XXXX. The money was sent to Wells fargo and I reported it to my bank and the ftc and fbi. XXXX XXXX said that the investigation that wells fargo does not normally takes 90 days. This is excessive. I have been reading about this crime ring and they have been on business for at least a year. Well fargo is allowing this crime ring to create fake business accounts and steal money. They are covering up this by taking in my opinion way to long to investigate.,"Money transfer, virtual currency, or money service"
"I received a letter to CFPB ABOUT MY CASH CHECK OH THE LETTER CAME FROM US BANK EXPLAINING WHAT IS TAKING NORMALLY AFTER A STOP WAS PUTTING ON A CASHIERS CHECK AFTER 90 DAYS, THE MONEY SHOULD BE RELEASED THE SUM OF {$150000.00} WAS HELD BY THE US BANK NOW THEY SAID THEY WILL BE SENDING THE CHECK BACK TO THE ISSUED BANK NOW IVE CONTACTED THE ISSUE TO BANK WHICH IS XXXX XXXX YEAH YET TO RECEIVE TELEPHONE INFO US BANK ABOUT THE CASHIERS CHECK ITS OVER XXXX MONTHS NOW AND IVE NOT GOTTEN MY MONEY. I WANT AN ACTION TO BE TAKEN. I WANT TO WANT MY MONEY RELEASED. 



Have reported this case too XXXX XXXX XXXX XXXX and order institutions like the FBi orders so I can get my money back","Money transfer, virtual currency, or money service"
"I deposited a check but unbeknownst to me it was fraudulent Immediately I called the bank to notify them They immediately restricted my acct. I do not have access I need to call them for updates. No one tells me anything EXTREMELY LONG WAIT TIMES Then I have to repeat the same information to everyone I speak with. I was told on one occasion i can no longer do business with Ally They will not however, release the funds i have in my acct. The funds have no bearing on the check deposited Those funds belong to me Why are they keeping my money? Why do they not communicate with me? I want my funds please They have no reason whatsoever to be keeping them",Checking or savings account
"I received a letter to CFPB ABOUT MY CASH CHECK OH THE LETTER CAME FROM XXXX XXXX EXPLAINING WHAT IS TAKING NORMALLY AFTER A STOP WAS PUTTING ON A XXXX CHECK AFTER XXXX DAYS, THE MONEY SHOULD BE RELEASED THE SUM OF {$150000.00} WAS HELD BY THE XXXXXXXX XXXX NOW THEY SAID THEY WILL BE SENDING THE CHECK BACK TO THE ISSUED BANK NOW IVE CONTACTED THE ISSUE TO BANK WHICH IS WELLS FARGO YEAH YET TO RECEIVE TELEPHONE INFO XXXXXXXX XXXX ABOUT THE CASHIERS CHECK ITS OVER XXXX MONTHS NOW AND IVE NOT GOTTEN MY MONEY. I WANT AN ACTION TO BE TAKEN. I WANT TO WANT MY MONEY RELEASED.","Money transfer, virtual currency, or money service"
"On XX/XX/year> Wells Fargo XXXX monies, to be transferred from my accounts into XXXX account and then wired out to a unknown bank and account. nothing like this had ever been done before no call of approval was given. I noticed the strange actions and notified the bank and they said they could stop the Wire transfer but never did, When i filed a fraud report they said to bad, nothing they could do. they allowed this to happen. 
XXXX XXXX was transferred out of my accounts.","Money transfer, virtual currency, or money service"
"I am formally disputing this account pursuant to the Fair Credit Reporting Act ( FCRA ), 15 U.S.C. 1681i, and requesting a full investigation into the accuracy and completeness of the information being reported.

I believe this account may be inaccurate, incomplete, misleading, or otherwise unverifiable. Under FCRA 623 ( a ) ( 1 ) ( A ), furnishers of information are prohibited from reporting information they know or should know to be inaccurate. I request verification of all reported information, including the original agreement, payment history, dates of delinquency, balance calculations, and documentation supporting the reporting of this account.

If this account has been assigned to or reported by a third-party collector, I also request validation pursuant to the Fair Debt Collection Practices Act ( FDCPA ), 15 U.S.C. 1692g, including proof of legal obligation and authorization to collect.

If the information can not be fully verified as accurate and complete, I request immediate correction or deletion of the account from all consumer reporting agencies.",Debt collection
So I owed XXXX XXXX but as long as Ive been paying on it which is {$25.00} a month or more like on XX/XX/year> I paid {$25.00} as I always do but I thought they couldnt take more then what I offered to pay so I checked my account balance and it pretty much said that they took all the money from my account and I didnt agree to debt collectors to take all my money I have kids and other things to pay such as bills and things but when I checked my balance {$1700.00} is gone and after I paid on it which was {$25.00} how is it possible for them to just take my money like that when I them give them permission to take out my account I was paying on it like Ive been doing now all my money is gone,Debt collection
"My Citi credit card was fraudulently charged {$40.00} on XX/XX/year> at XXXX in XXXX XXXX , FL, {$740.00} at XXXX  in XXXX, Fl, and {$1000.00} at Best Buy in XXXX, FL. I live and work in XXXX, FL and was nowhere near these places on XX/XX/year>. I asked that these charges be removed and they were temporarily, but then they were put back on my card. Citi claimed I "" accepted responsibility '' for these transactions because the merchant reported that my account number was provided at the time of purchase. I did not make, approve, or authorize these transactions, nor did I provide my account information to the merchant in question. To properly evaluate this matter, I requested that Citi provide the documentation used to determine whether the charges were authorized, including : The transaction receipt or signed authorization The IP address, device data, or digital authorization record ( if online ) Address Verification System ( AVS ) results Any delivery confirmation or shipping address associated with the transactions The merchants response submitted during your investigation Citi has not provided ANY of these",Credit card
While Waypoint resource group has confirmed I do not owe this debt on 2 separate occasions they keep validating debt when disputed.,Debt collection
"I am disputing a medical collection account ( Account # XXXX ) reported by First Federal Credit Control for an original debt from XXXX XXXX XXXX XXXX XXXX. 
The reported amount of {$630.00} is factually incorrect. As explicitly stated on my XXXX XXXX XXXX ( dated XX/XX/year> ), 'An adjustment was made to your claim to correct an error in processing. ' > Following this correction of the processing error, the official adjudicated Patient Responsibility was set at {$36.00}. Despite receiving this corrected data via Certified Mail ( Delivered/Signed XX/XX/XXXX to the collector and XX/XX/XXXX to the provider ), the collector continues to report the pre-correction, inflated balance of {$630.00}. This is a violation of the FCRA as they are knowingly reporting inaccurate data.",Debt collection
I just hung up on XXXX card member service for US Bank. I have convenient checks where the registration page states fees 3 % value per amount written. I get the statement from them and I am paying 5 %. I would not of written. I have already tried calling for credit,Credit card
I respectfully ask that these wrong accounts be deleted from my credit report immediately as I never authorized their inclusion there. Can you please remove this incorrect information from my records right away,Credit reporting or other personal consumer reports
"This debt collector has done unjustifiable practices of the FDCPA which it prohibits. They furnished this account that we didn't agree upon and I didn't sign an agreement on. A legal contract is signed by XXXX parties and I did not participate in any of it. they didn't follow the proper XXXX validation procedure. According to the FDCPA, Im entitled to compensation for these violations and clearly, they violated my rights and abused my privileges. I demand this account be taken off immediately. This has caused me stress and trauma.",Debt collection
"To Whom It May Concern : This letter concerns a default judgment obtained by XXXX XXXX XXXX  in XXXX, pertaining to a debt originally held by XXXXXXXX XXXX. I am writing to express my serious concerns and to demand immediate cessation of collection efforts, including the pending wage garnishment at my bank. 

In early XXXX, XXXX XXXX issued me a XXXX, Cancellation of XXXX form, for the debt in question. This form, as I understand it, signifies that XXXXXXXX XXXX had effectively written off the debt. I possess a copy of this XXXX as proof. 

I previously provided XXXX XXXX XXXX with a copy of this XXXX and a detailed explanation of its implications. Despite this, XXXX XXXX XXXX has continued to pursue the default judgment and has initiated a wage garnishment that has been pending for over XXXX days. This continued pursuit, in light of the XXXX, is unacceptable and, I believe, unlawful. 

It is my understanding that attempting to collect on a debt after a XXXX has been issued by the original creditor is a violation of the Fair Debt Collection Practices Act ( FDCPA ). The issuance of the XXXX by XXXX XXXX XXXX XXXX effectively resolved the debt, and XXXX XXXX XXXX XXXX continued collection efforts, particularly after being presented with proof of the XXXX, constitute a clear violation of the FDCPA. 

I demand that XXXX XXXX XXXX immediately cease all collection activities related to this debt, including the pending wage garnishment. I further request written confirmation that the default judgment has been vacated and that all negative reporting related to this debt has been removed from my credit report. 

I am unsure whether XXXXXXXX XXXX or XXXX XXXX XXXX  is ultimately responsible for this situation. However, I am certain that the continued pursuit of this debt is unlawful and causing significant financial hardship. I expect a prompt and satisfactory resolution to this matter. Failure to comply with this request will leave me with no option but to pursue all available legal remedies. 

Sincerely,",Debt collection
"I am filing a complaint against USCB Corporation and XXXX XXXX for reporting completely inaccurate, conflicting, and re-aged information on my credit report. I have attached XXXX pieces of evidence showing their systemic reporting errors : Re-Aged Account Date : My official institutional enrollment date with XXXX XXXX was XX/XX/XXXX ( Proof attached ). However, USCB Corporation is reporting to the credit bureaus that this account was opened on XX/XX/XXXX. This is a direct violation of the FCRA. 
Inaccurate and Conflicting Balances : The collection agency is reporting a balance of {$1600.00} on my credit file. However, they issued a collection letter stating the balance is {$1500.00} ( Proof attached ). They can not legally report an inflated balance to the bureaus that contradicts their own billing statements. 
Unearned Tuition : I only attended this program for approximately 3 months before withdrawing due to contracting XXXX. I am not legally responsible for the full program amount, and the balance being reported is entirely unearned and inaccurate. 
I demand that this inaccurate, conflicting, and falsified trade line be completely deleted from my credit file immediately.",Debt collection
"I had a credit card with AAFES that I could no longer make payments due to loss of job and support from husband who passed in XXXX. Account was closed XX/XX/XXXX and sent to XXXX collection agency. Balance was a little over {$2500.00} and my XXXX income tax was taken in the amount of {$1200.00} and {$180.00} has been garnished from my social security payments since XX/XX/XXXX amounting to over {$3000.00} so AAFES has already taken over {$4000.00} on a {$2500.00} balance and I was advised amount owed now is {$4000.00} making a {$2500.00} balance owed cost over {$8000.00}. I was diagnosed with XXXX XXXX XXXXXXXX XXXX in XX/XX/XXXX and I contracted XXXX to apply for a Hardship discharge and was advised they could send me application but it must be submitted and I must contact AAFES XXXX for further action. I sent completed application to AAFES in XX/XX/XXXX and received a decision dated XX/XX/XXXX offering me to pay {$100.00} for 2 years. I submitted another request to reconsider because my diagnosis is terminal and I wont have another 2 years of life on XX/XX/XXXX of which was never answered. I filed a complaint to which AAFES replied I needed to contact XXXX which is who I originally contacted who advised AAFES is who I needed. My discharge request was sent to AAFES and the decision I received was from AAFES so XXXX is not involved and AAFES is using them for a scapegoat and Consumer Protection accepted their reply and closed my case on their word when I was hopeful they would fight for the Consumer not the Company especially since I provided proof by attaching decision letter from AAFES thereby proving AAFES is in charge not XXXX. I am homeless and have been since XX/XX/XXXX and living with relatives and experiencing hardship and can not work due to XXXX and XXXX treatments of which I provided proof to AAFES and taking {$8000.00} for a {$2500.00} debt should be illegal as well as applying new payments, raising credit limit to apply those payments after collection attempts began and still continuing 6 years later is robbing the consumer in a blatant way. Please help the consumer not the company.",Debt collection
"There are collection accounts on my report that I believe contain inaccurate information. Under my rights pursuant to 15 USC 1681e ( b ) and 15 USC 1681i, I am entitled to an accurate credit report. I request a review of these entries, and if they can not be verified as accurate, I ask that they be removed.",Debt collection
"There are collection accounts on my report that I believe contain inaccurate information. Under my rights pursuant to 15 USC 1681e ( b ) and 15 USC 1681i, I am entitled to an accurate credit report. I request a review of these entries, and if they can not be verified as accurate, I ask that they be removed.",Debt collection
"There are collection accounts on my report that I believe contain inaccurate information. Under my rights pursuant to 15 USC 1681e ( b ) and 15 USC 1681i, I am entitled to an accurate credit report. I request a review of these entries, and if they can not be verified as accurate, I ask that they be removed.",Debt collection
"There are collection accounts on my report that I believe contain inaccurate information. Under my rights pursuant to 15 USC 1681e ( b ) and 15 USC 1681i, I am entitled to an accurate credit report. I request a review of these entries, and if they can not be verified as accurate, I ask that they be removed.",Debt collection
"I.C collection bought an XXXX account that has been paid to another collection agency. I had XXXX until XX/XX/year>, 1 internet account. I paid this account with XXXX through XXXX XXXX, the next day XXXX call me for the same account, this time almost double. I had one bill, that I paid. I believe one of them has equipment charges, but they received the equipment also.",Debt collection
"This is about my Best buy credit card.I was not aware that since XX/XX/year>, they charged me around {$500.00} as an interest because I failed to to pay the promotional balance that is due within the time frame.I was not aware on that because when I applied for the card, I was just buying my laptop and the store associate persuaded me to open a card.I didnt know that I have to pay the whole amount within 24 months and if I know I shouldve pay the whole amount because I got an autopay with this card and they dont have an app to track the charges and statements unless you go to the website which will take forever because it always has some issues.I tried to call several representatives and they say the same thing, theres no way that I can waive it so what I did is pay everything with my allowance for 2 months and now I dont have any money to spend on my daily living.Im just a student, I dont work and my aunt just helps me and give me {$500.00} per month to live and the fact that I paid {$1100.00} today, how will I live on the following days? this is so much pain on me.",Credit card
"There are collection accounts on my report that I believe contain inaccurate information. Under my rights pursuant to 15 USC 1681e ( b ) and 15 USC 1681i, I am entitled to an accurate credit report. I request a review of these entries, and if they can not be verified as accurate, I ask that they be removed.",Debt collection
"I filed a complaint with you previously, because I lost access ( username and password ) to my Truist Bank mortgage account. 
To complicate matters, I also retired in XXXX, no longer maintaining a XXXX phone. 
Truist finally called me on my XXXX number XXXX XXXX XXXX XXXX XXXX, immediately insisting I verify my identity by providing information from the Truist app and/or website! It is as if they did not even read my complaint, that I could not access the app or website! 
Also, remember, They called Me! They then spent an hour going in circles, first insisting on verifying me, even though THEY CALLED ME! Worse, the verification required me to PROVIDE INFORMATION FROM THE WEBSITE! XXXX, this complaint began because I could not get access to the website! They then said I must register for internet banking, which also first requires me to access the website first. It goes around and around endlessly. Their rules require I provide information from the we site or app, to verify or register, so that they can help me regain access to the same we site and app, which was and is my problem to begin with. I need Truist Bank to call or email me, verifying me with information NOT FROM THE APP OR WEBSITE TO WHICH I AM REQUESTING ACCESS! 
I AM THE ONLY HUMAN ON EARTH WHO EVER ANSWERS THE PHONE NUMBER PROVIDED!!!! I AUTHORIZE TRUIST TO CONSIDER ANSWERING THIS NUMBER AND VERIFYING MY FULL NAME AND SSN AS ADEQUATE VERIFICATION OF MY IDENTITY! 
These people have created internal rules which have locked me out of my own account. It is disgusting how they are treating a 100 % XXXX American Veteran! 
I will also be submitting this complaint to the XXXX, who allows this disgusting institution to participate in the XXXX guaranteed mortgage program. 
Maybe Truist should not be allowed ti hold XXXX  mortgages ; as, they treat veterans like XXXX and refuse us access to our own accounts, going in endless circles created by their own ignorance and refusal to display even an iota of sympathy, empathy, or compassion. They should be barred from holding XXXX loans!",Mortgage
"There are collection accounts on my report that I believe contain inaccurate information. Under my rights pursuant to 15 USC 1681e ( b ) and 15 USC 1681i, I am entitled to an accurate credit report. I request a review of these entries, and if they can not be verified as accurate, I ask that they be removed.",Debt collection
"There are collection accounts on my report that I believe contain inaccurate information. Under my rights pursuant to 15 USC 1681e ( b ) and 15 USC 1681i, I am entitled to an accurate credit report. I request a review of these entries, and if they can not be verified as accurate, I ask that they be removed.",Debt collection
"Abrupt account closure with delayed notice, prior credit bureau reporting, and loss of account access I am submitting this complaint regarding the abrupt closure of my Home Depot credit account and the manner in which the closure was communicated and reported.

Based on information reflected through my credit monitoring, the account appears to have been reported as closed to at least one credit bureau prior to my receiving meaningful notice of the closure itself. Credit reporting activity indicates the closure may have been reflected as early as XX/XX/year>, while the email notification I received regarding the closure was dated XX/XX/year>. 

By the time I became aware of the closure communication, I was unable to meaningfully access or review the account online to fully understand the action taken, the reasons for closure, or related account information.

This sequence created confusion and prevented me from understanding or responding to the adverse action in a timely manner.

Additionally, the account appears to have been approved and maintained despite substantially similar credit circumstances, only to later be closed abruptly before I had any meaningful opportunity to use or manage the account. This made the action feel sudden and unsupported by any significant account usage history or changes in account behavior. 

I understand creditors may make internal account management decisions ; however, consumers should still receive reasonable, accessible, and timely communication regarding significant adverse actions affecting their accounts.

Consumers should not be expected to rely exclusively on email or online access for important account actions, particularly where account access may become restricted immediately following closure.",Credit card
"XX/XX/2025 this account of {$3600.00} appeared on my credit report unknown to what or whom this company is disputed several times and nothing. This harming me causing unnecessary stress damaging my XXXX XXXX at home and work. Help my rights are being violated, 15 U.S.C. 1692g ( b ) of the FDCPA requires debt collectors to cease collection activities and provide proper validation of the debt when requested in writing within 30 days of initial contact. The accounts Ive referenced are not 100 % accurate. Until you provide competent evidence that validates the debt including a signed agreement, full account history, and verification of your authority to collect you must cease all collection efforts and remove the information from mycredit report.",Debt collection
"There are collection accounts on my report that I believe contain inaccurate information. Under my rights pursuant to 15 USC 1681e ( b ) and 15 USC 1681i, I am entitled to an accurate credit report. I request a review of these entries, and if they can not be verified as accurate, I ask that they be removed.",Debt collection
"I requested a credit service with XXXX to which I was referred to Elan XXXX XXXX. I was given the {$300.00} limit, and I paid for it in full on XXXXXXXX XXXX XXXX XXXX XXXX XXXX XXXX. I was not given any information besides the fact that the credit processes would be placed under a * secured card. Months later, I was sent a letter from Elan XXXX XXXX, stating that I owed money that I already paid for. 

Firstly, I called the XXXX, and I was directed to Elan ; a voice machine stated that they had no information on the card number that I had provided- let alone, the last 4 digits on the card I had was invalid. I grew suspicious immediately, and I chose to not take any more actions.

I called them days later, as I saw the credit score on my account decreased by XXXX of points, indicating that they were using a maddening scheme and a rather demonic tactic at that.

When I called them days later, their explanation to why they were charging me on a credit card that I had already paid for was simply because I was supposed to treat the card as if it was an * unsecured card, so they had lied about the advertising process. I was absolutely assured that their tactics were, indeed, demonic and maddening after all.

Not only am I sent deceiving and manipulative letters- they are hoping that I am vulnerable enough to partake in their contorted narrative with the help of Fidelity XXXX  ; this is truly the era for dark intelligence, and it is very much unfortunate that the world, does, indeed, get darker for them.",Credit card
"There are collection accounts on my report that I believe contain inaccurate information. Under my rights pursuant to 15 USC 1681e ( b ) and 15 USC 1681i, I am entitled to an accurate credit report. I request a review of these entries, and if they can not be verified as accurate, I ask that they be removed.",Debt collection
"There are collection accounts on my report that I believe contain inaccurate information. Under my rights pursuant to 15 USC 1681e ( b ) and 15 USC 1681i, I am entitled to an accurate credit report. I request a review of these entries, and if they can not be verified as accurate, I ask that they be removed.",Debt collection
This information is inaccurate it is affecting my credit score and my credit report I would like it removed due to I was a victim of identity,Debt collection
"I am filing this complaint against MoneyLion regarding inaccurate credit reporting, failure to validate a debt balance, and refusal to provide account records. 

MoneyLion reported my XXXX XXXX XXXX loan account as late/delinquent to the credit bureaus. I requested a complete loan statement and payment ledger so I could verify the balance and resolve the account. Instead of providing the requested accounting records, the company only sent a brief email stating a balance amount. 

The company has failed to provide : * Full payment history * Loan ledger * Itemized accounting * Principal/interest allocation * Amortization schedule * Documentation supporting the reported delinquency Additionally, conflicting balances have been presented : * Approximately {$72.00} shown inside the app/account interface * {$130.00} claimed in email correspondence Because the balance information is inconsistent and unsupported, I dispute both the alleged balance and the late payment reporting.

I believe MoneyLion may be furnishing inaccurate or unverifiable information to the credit bureaus in violation of the Fair Credit Reporting Act ( FCRA ).

I am requesting that the CFPB assist in obtaining : 1. Full validation and accounting of the debt 2. Correction or deletion of inaccurate reporting 3. Investigation into the companys furnishing and dispute handling practices I am attaching screenshots and correspondence supporting my complaint.","Payday loan, title loan, personal loan, or advance loan"
"From XX/XX/XXXX through late XXXX, I maintained a flawless mortgage payment history through automatic draft payments with my prior servicer, XXXX XXXX XXXX. 

In late XXXX, servicing of my mortgage was transferred from XXXX to LoanCare/Lakeview. During this transition, automatic payments did not continue seamlessly, and I was required to establish a completely new online account and payment system. Because mortgage fraud and servicing scams are common, I did not immediately provide sensitive financial information until I verified the legitimacy of the transfer through multiple parties, including communications with XXXX, XXXX, LoanCare, and consultation with legal counsel. 

As a result of this servicing transition disruption, several payments in early XXXX were reported late to the credit bureaus. Once the transfer was verified and the new account established, I immediately resumed automatic payments and have maintained a perfect payment history for nearly three years since the incident. Prior to the transfer, I also maintained over two years of perfect payment history.

I submitted both a goodwill request and a formal Notice of Error under RESPA ( 12 CFR 1024.35 ). LoanCare responded by stating only that the payments were accurately reported and that notices of transfer had been mailed. However, LoanCare failed to meaningfully investigate or address the core issue I raised : whether the servicing transfer process itself caused the delinquency reporting through disruption of payment continuity and inadequate servicing transition procedures. 

My complaint is not simply about whether payments were technically reported late. My complaint is that the reported delinquency resulted directly from servicing-transfer disruption and breakdown of automatic payment continuity during the transfer process, despite my otherwise long-standing history of responsible mortgage payment behavior.",Mortgage
"There are collection accounts on my report that I believe contain inaccurate information. Under my rights pursuant to 15 USC 1681e ( b ) and 15 USC 1681i, I am entitled to an accurate credit report. I request a review of these entries, and if they can not be verified as accurate, I ask that they be removed.",Debt collection
"We live in XXXX and opened an account with Bank of America in 2004 when we purchased a vacation home. We opened current account as we did not require any borrowings. We were advised that in USA banks charge a monthly fee of 25 $ month. 
We have paid this fee for 22 years. 
On a visit to the bank we were informed by XXXX XXXX at the XXXX XXXX XXXX XXXX branch that we should not have been paying this monthly fee of XXXX $ as it should only be XXXX $ month. She then spoke to the Manager and he agreed to refund 3 months charges. XXXX then told us to contact Client Care Executive Response to make a claim. I emailed them and a lady XXXX XXXX phoned me and apologised for the error and offered me a 12 month refund. She said she would call back in a few days to confirm. However I asked her could they backdate it to 2004. She rang a few days later to say they are not prepared to refund anything.",Checking or savings account
CREDIT COLL is falsely reporting on my credit. I have never had any accounts with them. Per my research CREDIT COLL is a debt collector. They are falsely reporting on my credit!! Account number is XXXX is falsely reporting to my credit file and is against my rights and fair credit act. Under U.S Code 1618d - Disclosure of investigation consumer report ; you are in violation.,Debt collection
CREDIT COLL is falsely reporting on my credit. I have never had any accounts with them. Per my research CREDIT COLL is a debt collector. They are falsely reporting on my credit!! Account number XXXX is falsely reporting to my credit file and is against my rights and fair credit act. Under U.S Code 1618d - Disclosure of investigation consumer report ; you are in violation.,Debt collection
There was a debt that we just paid off last week. Sunrise credit has continued to call and harass my daughter. They called again didn't verify any info and released the info to my daughter.,Debt collection
"I am filing this complaint regarding the conduct of Suttell & Hammer, P.S. in connection with litigation initiated on behalf of XXXX XXXX concerning an alleged account that I dispute in its entirety. 

XXXX XXXX has been repeatedly placed on notice that the alleged account is disputed and associated with identity theft concerns through multiple CFPB complaints and related disputes. Despite being aware that the alleged account was disputed, XXXX XXXX proceeded with collection escalation and referred the matter for litigation.

Additionally, Suttell & Hammer has already been directly notified of identity theft concerns involving accounts allegedly associated with me. Their office was previously provided written notice and identity theft-related documentation concerning another alleged account placed with them. As a result, Suttell & Hammer was aware of ongoing identity theft and fraud-related concerns involving my information prior to continuing litigation activity.

Despite these disputes and concerns, litigation activity has continued.

My household has also been cooperating with an active United States Postal Inspection Service ( USPIS ) investigation involving suspected long-term mail theft and compromised mail. These circumstances directly relate to my disputes and concerns regarding unauthorized account activity.

Washington State provides consumer protections for residents regarding disputed debt collection activity and unfair collection practices. I am concerned that collection and litigation activity have continued despite substantial notice of ongoing disputes and identity theft concerns.

I dispute the alleged balance in its entirety and do not admit responsibility for the alleged account or any portion thereof.

I am requesting that the CFPB formally document and investigate this matter, including the continuation of collection and litigation activity despite repeated notice of identity theft concerns and disputed account status.

I reserve all rights and remedies available under federal and Washington State law.",Debt collection
"I am filing this complaint regarding inaccurate and potentially unlawful credit reporting by Radius Global Solutions LLC related to an alleged XXXX XXXX XXXX  account. 

I have not had any account or business relationship with XXXX XXXX XXXX since XXXX, and all obligations from that time were paid in full. Despite this, a collection account has appeared on my credit report showing an account opened in XX/XX/XXXX. 

This is not accurate. This account does not belong to me, and I did not open or authorize any account with XXXX XXXX XXXX in XXXX. 

Additionally, this appears to be a re-reporting or re-aging of a previously resolved account. I previously disputed a similar account from another collector, and it was removed from my credit report. The reappearance of this account with a new open date raises serious concerns about improper reporting practices.

I contacted the reporting party and was unable to obtain valid verification of the debt. They referenced an account that had already been resolved years prior, which does not match the newly reported information.

Under the Fair Credit Reporting Act, including 15 U.S.C. 1681i and 1681c, inaccurate, unverifiable, or re-aged accounts must not be reported. If this account can not be verified with proper documentation, including the original signed agreement and accurate date of first delinquency, it must be removed.

I am requesting : 1. Immediate deletion of this account from my credit report 2. Full validation of the alleged debt, including the original contract and date of first delinquency 3. An explanation as to how this account was reinserted after prior removal This situation is causing harm to my credit and appears to involve either identity theft, mixed file reporting, or improper re-aging of a resolved account.

If this issue is not resolved promptly, I will pursue additional remedies for violations of the Fair Credit Reporting Act.",Debt collection
"I am requesting validation of the alleged debt referenced in your recent communication, including the original creditor, the total amount owed, documents proving my responsibility for the debt, and proof that your company is authorized to collect it.",Debt collection
"What happened : I am a Citibank customer and my account currently has a fraud lock on it that Citibank has refused to resolve.

The underlying problem is that the phone number on file for my account contains a typo and is not a number I can receive calls or texts at. The number Citibank currently has on file is XXXX. The correct number is XXXX. These two numbers differ by a single digit transposition, which makes it self-evident that this is a typo and not a fraudulent attempt to change contact information to an attacker-controlled number.

When I attempted to correct this through a secure message in the Citibank mobile app, Citibank responded by placing a fraud lock on my account.

Today, I made multiple attempts to resolve this by phone. I was hung up on twice after long holds. On a third call, I finally reached a representative who required me to answer a series of identity verification questions, which I did successfully. After answering those questions, the representative told me there was no path forward and that they could not help me, because Citibank 's identity verification procedure requires confirming a code sent to the phone number on file which is the number containing the typo that I am trying to correct. When I requested to be transferred to a supervisor, the representative indicated he would transfer me, then hung up on me instead.

This creates an impossible loop : I can not update my phone number through the app ( the app message is what caused the fraud lock ), and I can not update it by phone ( because Citibank insists on verifying through the incorrect phone number, even after I successfully answered other identity verification questions, and because my request for supervisor escalation resulted in being disconnected ). In-person resolution is also not reasonably available to me. Citibank has no retail branch presence in XXXX, where I live only ATMs, which can not perform identity verification or account servicing. The nearest full-service Citibank branch is over an hour away from my home.

Compounding the harm, I am currently working against a time-limited promotional spending requirement on my account. Reaching this spending threshold within the promotional window is contingent on having access to my account. I have attempted to ask Citibank whether they will extend the deadline or waive the requirement given that their own fraud lock is preventing me from using my account, but Citibank representatives have refused to discuss, confirm, or answer any question about the spending requirement or anything else about my account until they confirm my identity, which they have already told me they can not do. As a result, I am at risk of losing the value of the promotional offer through no fault of my own, solely because of Citibank 's refusal to use any identity verification method other than the phone number that contains their typo.

I am effectively locked out of my own account, a Citibank representative has explicitly told me there is no path forward, my request for supervisor escalation was met with a hang-up, and Citibank 's inaction is causing me direct financial harm on a deadline.",Credit card
"I have been a loyal Citi customer for XXXX years. On XX/XX/2026, I received notice that my business and personal accounts were being closed by Fraud Prevention without a specific reason. I have never committed fraud and believe this is an automated error.",Checking or savings account
"I am requesting validation of the alleged debt referenced in your recent communication, including the original creditor, the total amount owed, documents proving my responsibility for the debt, and proof that your company is authorized to collect it.",Debt collection
"My mom XXXX XXXX died intestate on XX/XX/XXXX. The past 6 years have been agonizing as I endeavored to keep our home. Lost job ( covid ) mom ( serious medical challenges almost lost life ), led to loss mitigation. Waiting to be deemed successor of record? I was hopeful of a mortgage where I alone as Im accustomed to living. Knowing the primary was gone, their was a large amount of back n forth with US Bank, it was crystal clear one department does not share with the other. At least not that was supportive of my process to secure things. I eventually had my daughter and her family move in and after again much back and forth we entered a trial loss mitigation mortgage program which was over XXXX monthly. This was to have ended in XX/XX/XXXX at which point we were to continue payments and eventually, all paid. THEN, we get a letter saying a number of payments were unaccounted for. Phone call made to US Bank, they said again bottom line - loss mitigation application would have to be done again. Two days later another phone call from US Bank, this time stating my brother XXXX XXXX who died after this procee began but had already signed any interest in the home away, death certificate was needed now. NO mention of payments awry, not received nothing else just the death certificate. In gathering necessary thoughts and paperwork to move forward, stop the yet again current FORECLOSURE I received yet another letter from US Bank which I will attach. This lie arrived : youve received an application that we have not even received nor returned. Im XXXX, this back and forth game where you tell us once UNDERWRITING stamps approval only then are things settled. What happened with the approval that moved us from trial in XXXX to current mortgage. Why does it keep changing. The rate alone is so much more than when I started and I dont have additional income, only my social security. I thought my Homesteading status would afford an AFFORDABLR MORTGAGE. PLEASE, please help and advise? Dont need or want games but a solution, a fair mortgage I can pay and left alone to live without constant upheaval that my home will out price me.

Thank you.",Mortgage
"Beginning in XX/XX/XXXX, a third-party merchant ( XXXX  ) processed hundreds of unauthorized charges totaling over {$11000.00} across my two Citi accounts . I disputed all charges due to unauthorized auto-enrollment in recurring billing I never agreed to. Citi initially issued conditional credits and resolved many disputes in my favor. However, in XX/XX/XXXX Citi suddenly closed both accounts a XXXX XXXX I had held in good standing since XXXX and a XXXX XXXX card citing 'false information. ' I was never provided a formal adverse action notice or closure reason codes. On XX/XX/XXXX I contacted Citi via chat, was transferred to three representatives including escalation, and was repeatedly told a letter was emailed but it never arrived. Representatives confirmed they could not provide closure reason codes in chat. The account closures and negative reporting have severely damaged my credit despite the fact that the disputed charges were the result of a third-party merchant 's unauthorized billing practices, not misuse on my part. I am requesting the specific reason codes for both closures and removal of any negative credit reporting resulting from these closures.",Credit card
